Brewery Index,Beer Index,Scraping Remarks / Errors,Date of latest review,Expression Name,Producer,Bottler,Country of Origin,Drink Type,Drink Category,Age,ABV,88B Website Review Link,Official Description,Producer Website Link,Photo Link
2,14,,"Wed, 10 Jul 2024 12:46:58 +0000",No.9 Fresh Hop Session IPA,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,IPA - Session,,5% ABV,,"A beer that's out of this world! Brewed with a unique blend of fresh hops, this beer is perfect for beer lovers who are looking for a one-of-a-kind experience. With a 5% ABV and 50 IBU, this IPA is sure to take you on a journey through space and time",,https://assets.untappd.com/site/beer_logos_hd/beer-5614027_afaea_hd.jpeg
2,15,,"Fri, 14 Jun 2024 12:32:17 +0000",Ciao-Ciao! Low-Carb Italian Pilsner,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,Pilsner - Other,,4.5% ABV,,"A dry-hopped fad style beer with noble hops aromas, it has 50% less residual sugar than flagship lagers. A nice herbal flavour with hints of pineapple and stonefruit, showcasing stellar Nectaron hops",,https://assets.untappd.com/site/beer_logos_hd/beer-3689978_793f9_hd.jpeg
2,16,,"Fri, 19 Jul 2024 12:42:31 +0000",What the Helles,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,Lager - Helles,,4.5% ABV,,"WTH description: ""What the Helles?"" you'll say when you first catch a whiff of this golden Bavarian beauty. Brewed with the precision of a German engineer, its delicate malt flavors and spicy hop notes will have you shouting ""Prost!"" from the rooftops. Just don't challenge the stein-chugging champs - they'll Helles-bend you under the table!",,https://assets.untappd.com/site/beer_logos_hd/beer-3419161_9c3ca_hd.jpeg
2,17,,"Sun, 14 Jul 2024 09:08:37 +0000",Afterburner II Pacific Pale Ale,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,Pale Ale - Other,,5.6% ABV,,"New and improved version II, exclusive to the Singapore Airshow 2024",,https://assets.untappd.com/site/beer_logos_hd/beer-5721818_e6b38_hd.jpeg
2,18,,"Tue, 12 Mar 2024 11:49:42 +0000",Gingerbread Amber Lager,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,Lager - Amber / Red,,4.9% ABV,,"Experience the delightful aroma of freshly baked gingerbread cookies infused with aromatic cinnamon, spicy ginger and sweet vanilla. This festive brew promises to warm you up from the inside out, as you savour the enchanting flavours of Christmas. Cheers to the most wonderful time of the year!",,https://assets.untappd.com/site/beer_logos_hd/beer-5631103_494a3_hd.jpeg
2,19,,"Thu, 01 Dec 2022 10:27:28 +0000",Yellow Billion Mango Passionfruit Probiotic Sour,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,Sour - Fruited,,4.5% ABV,,"A stunning mango deep-yellow sour beer, packed with a fruity freshness of tart mangoes and passionfruit, delivering an explosive tangy punch in every sip",,https://assets.untappd.com/site/beer_logos_hd/beer-4846447_e19ca_hd.jpeg
2,20,,"Fri, 08 Mar 2024 15:47:55 +0000",Rye In Peace,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,Porter - Baltic,,7.5% ABV,,"This Baltic porter is fermented with lager yeast and brewed with traditional Eastern European staples - rye and buckwheat, that perfectly describe the mystifying Slavic soul",,https://assets.untappd.com/site/beer_logos_hd/beer-4586897_7d33a_hd.jpeg
2,21,,"Sun, 17 Mar 2024 11:29:07 +0000",Malty Amber Lager,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,Lager - Amber / Red,,5.3% ABV,,Show Less,,https://assets.untappd.com/site/beer_logos_hd/beer-4698764_b7627_hd.jpeg
2,22,,"Sat, 06 Apr 2024 20:13:06 +0000",Deer Kick,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,Stout - Other,,9% ABV,,"Legend has it that when Prince Parameswara, Prince from Sumatra, was resting under a tree and saw amouse deer kicked his hunting dogs into the river. Impressed by the courage of the mouse deer, he named the place Melaka. Brewed with palm sugar from Melaka called 'Gula Melaka' for a beer that is deliciously dark, rich, roasted, silky and smooth. Aromas of coconut and Kopi C compliment its sticky flavours of dark chocolate, rum toasted nuts and hints of tobacco leaves",,https://assets.untappd.com/site/beer_logos_hd/beer-4490399_8c138_hd.jpeg
2,23,,"Sun, 03 Mar 2024 06:51:34 +0000",Sky Magic NEIPA,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,IPA - New England / Hazy,,2.4% ABV,,A session NEIPA with tropical juiciness and round mothfeel that comes at staggering 2.4% ABV,,https://assets.untappd.com/site/beer_logos_hd/beer-5186652_fb73b_hd.jpeg
2,24,,"Sun, 31 Dec 2023 15:31:57 +0000",Rave Fever Saison,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,Farmhouse Ale - Saison,,6.5% ABV,,"A refreshingly dry pleasantly aromatic Belgian rustic ale with refreshing tartness, hints of pepper and a savory touch of lemongrass and hibiscus",,https://assets.untappd.com/site/beer_logos_hd/beer-4844478_aad58_hd.jpeg
2,25,,"Sun, 04 Feb 2024 02:05:51 +0000",Asian Monsoon Amber Lager,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,Lager - Amber / Red,,4.9% ABV,,"Like the Asian Monsoon, this Amber Lager revisited us again, seemingly never ending, in a good way unlike the real Monsoon. We all truly gotten to love this beer and welcomed its arrival. Enjoy",,https://assets.untappd.com/site/beer_logos_hd/beer-5301014_abc26_hd.jpeg
2,26,,"Sat, 20 Jul 2024 08:52:56 +0000",Big Man Rye IPA,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,IPA - Rye,,5.9% ABV,,"Experience bold flavors in Big Man Rye IPA! Imagine a blend of spicy rye, zesty oranges, caramel, and biscuit tones in every sip. Inspired by a legendary giant, this 5.9% ABV brew is a toast to both folklore and taste buds. Embrace the flavorful punch of a giant's step!",,https://assets.untappd.com/site/beer_logos_hd/beer-5827360_8a2cd_hd.jpeg
2,27,,"Wed, 17 Jan 2024 12:46:54 +0000",Yellow Submarine Piña Colada,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,Sour - Fruited,,5% ABV,,"Yellow Submarine Pina Colada is like a party in a can, with its tangy pineapple flavor and creamy lactose finish. It's the perfect drink for a fruity and milky punch that pairs perfectly with some sweet treats! But be careful not to drink too many or you’ll catch yourself leading a sing-along of 'We all live in a yellow submarine' before the night is over!",,https://assets.untappd.com/site/beer_logos_hd/beer-5399145_6d082_hd.jpeg
2,28,,"Sun, 20 Mar 2022 06:27:19 +0000",Drunk Cru,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,Belgian Strong Golden Ale,,11% ABV,,"This Grand Cru epitomises our efforts to combine strong and complex flavors with high drinkability. Shining at 11% ABV with spicy tones of cardamom, cloves and licorice this beer will leave no one undecided",,https://assets.untappd.com/site/beer_logos_hd/beer-4156206_da710_hd.jpeg
2,29,,"Tue, 11 Jun 2024 13:04:47 +0000",B Calm Jasmine Amber Lager,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,Lager - Other,,4.9% ABV,,"A harmonious blend of tradition and innovation crafted to elevate your beer-drinking experience. Drawing inspiration from ancient medicinal practices such as Ayurveda and Traditional Chinese Medicine, jasmine takes center stage, offering a symphony of delicate floral notes that soothe the senses and invigorate the soul",,https://assets.untappd.com/site/beer_logos_hd/beer-5763771_93030_hd.jpeg
2,30,,"Sun, 07 Jan 2024 05:22:12 +0000",Oblanc Orange Wit,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,Wheat Beer - Witbier / Blanche,,4.5% ABV,,Refreshing and complex with hints of orange and spices,,https://assets.untappd.com/site/beer_logos_hd/beer-5572430_d0810_hd.jpeg
2,31,,"Sat, 20 Jul 2024 13:34:24 +0000",Copper Plate Cask IPA,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,IPA - English,,5.9% ABV,,A hop-forward and flavourful yet refreshing all-time classic English tipple of amber-gold colour with richly malty caramel-like richness. Dry-hopped with Pioneer and Pilgrim hops. Served on cask,,https://assets.untappd.com/site/beer_logos_hd/beer-5828173_a1a31_hd.jpeg
2,32,,"Fri, 07 Jun 2024 10:50:59 +0000",Spirited Away II Fruited Milkshake Sour,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,Sour - Fruited,,5% ABV,,"A fantastic fruity sour that will take your spirit away on the first mouth. Brewed with passionfruit, blood orange, and guava. Hint of vanilla on the nose, awesome fruitiness on the palate with a light sourness on the finish. Absolutely fresh, delightable and quaffable",,https://assets.untappd.com/site/beer_logos_hd/beer-5792573_5af03_hd.jpeg
2,33,,"Sat, 03 Jun 2023 05:10:04 +0000",Heavenly Earth Mango Milkshake IPA,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,IPA - Milkshake,,6.5% ABV,,"Another take on fruited milkshake IPAs with smoother bitterness, pronounced Kensington Pride mango flavors and a hint of vanilla. Contains lactose!",,https://assets.untappd.com/site/beer_logos_hd/beer-4307341_249c0_hd.jpeg
2,34,,"Sat, 20 Jul 2024 11:29:07 +0000",NewBrew Modern Pilsner,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,Pilsner - German,,5% ABV,,"Brewed using NEWater, Singapore's own brand of ultra-clean, high grade recycled water. This modern Pilsner is a trendy twist on traditional lagers infused with hints of tangerine and tropical fruits. This brew boasts 50% less residual sugar than your typical lager. This brew showcases PUB's four-fold mission: Reclaim Used Water, Supply Good Water, Tame Storm Water, and Resist Rising Seas.",,https://assets.untappd.com/site/beer_logos_hd/beer-5883841_0fd45_hd.jpeg
2,35,,"Fri, 19 Jul 2024 13:39:04 +0000",Dream. Blonde Ale,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,Blonde / Golden Ale - American,,4.5% ABV,,"As the sun dips below the horizon, the air fills with the alluring aroma of ripe passionfruit and juicy mango. This is no ordinary beer, but a dream come to life. One sip transports you to a lush, tropical paradise, where refreshing lemon zest and a whisper of pine dance across your palate, creating a fruit-forward paradise of crushable deliciousness. Lose yourself in this captivating blonde ale and let your senses soar. Escape into a dream!",,https://assets.untappd.com/site/beer_logos_hd/beer-5885213_30e96_hd.jpeg
2,36,,"Wed, 17 Jul 2024 10:29:10 +0000",Yosuga Lager,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,Lager - Other,,4.5% ABV,,Nice slightly sweet profile (from the Bohemian malt) with a rich golden and fruity dominant taste.,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
2,37,,"Sat, 20 Jul 2024 13:28:21 +0000",Vanilla Skye,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,Lager - Pale,,4.5% ABV,,Refreshingly crisp pale lager with harmonious bittersweet aftertaste and lingering pandan flavours,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
2,38,,"Fri, 21 Jun 2024 04:29:59 +0000",No. 9 Fresh Hop Session Ipa,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,IPA - Session,,5% ABV,,"Stunning freshly picked hop aroma with intensely tropical and dank tones.
Show Less",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
2,39,,,Triumphant NEIPA,Brewerkz,,"Singapore, Central Singapore Singapore",Beer,IPA - New England / Hazy,,6.5% ABV,,"A celebration of friendship and the craft beer spirit. Respective winners at the Asian Beer Championship 2023, Brewerkz, Deadman Brewing and Far Yeast Brewery have come together to have a go at brewing each other's award-winning brews. Triumphant Harmony pays homage to Far Yeast Brewery's scientific approach to maximise the hop aroma components in Hop Frontier resulting in a decadently succulent tropical and elegantly piney flavours",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
3,1,,"Sat, 20 Jul 2024 16:04:40 +0000",Brewlander Love (Wild IPA),Brewlander (Singapore),,"Singapore, Central Singapore Singapore",Beer,IPA - American,,6% ABV,,"Brewlander's Love is brewed with bucket loads of New World hops and fermented with a wild .... . We went for a simple malt bill instead of the crystal heavy grist so that the hops and yeast driven flavours can shine. 

Love explodes with a beautiful tropical medley of pineapple, mango and passionfruit aromas finishing with a long, clean hoppy bitterness. The mouthfeel is silky and teases with a hint of tartness. Our decision to use Extra Pale.......malt ensures that the bare grist still packs a solid punch. This brew's enticing fruity aroma will make you fall in love!

The hoppiness of this IPA pairs well with stews and all kinds of meat.

For more flavour, swirl the bottle and get all the yeast into your glass!",,https://assets.untappd.com/site/beer_logos_hd/beer-1941184_c1139_hd.jpeg
3,2,,"Thu, 18 Jul 2024 14:46:16 +0000",Brewlander Joy (Session IPA),Brewlander (Singapore),,"Singapore, Central Singapore Singapore",Beer,IPA - Session,,4.5% ABV,,"Brewlander Joy is a session strength beer that does not compromise on the flavour, aroma and body of an IPA.

Using Amarillo, Ahtanum and Moutere hops, Joy evokes floral notes along with intense Grapefruit, Pine and Tropical fruit flavours.

Finishes with a firm bitterness that belies its low ABV.",,https://assets.untappd.com/site/beer_logos_hd/beer-2103703_91dcc_hd.jpeg
3,3,,"Sun, 21 Jul 2024 13:02:32 +0000",Xtra Pale Ale,Brewlander (Singapore),,"Singapore, Central Singapore Singapore",Beer,Pale Ale - XPA (Extra Pale),,5% ABV,,"Xtra Pale ale uses extra pale malt which gives a very light malt presence, and sets the centre stage for the lovely Azacca and Chinook hops to shine. Finishes dry and every so refreshing. You will order the second pint before you know it!",,https://assets.untappd.com/site/beer_logos_hd/beer-3267482_9c82b_hd.jpeg
3,4,,"Tue, 16 Jul 2024 12:18:03 +0000",Brewlander Respect (Porter),Brewlander (Singapore),,"Singapore, Central Singapore Singapore",Beer,Porter - American,,5.8% ABV,,"The combination of Maris Otter, and a special selection of the very best specialty malts results in creating a lush full-bodied Porter, showcasing rich coffee and cacao notes.

Respect finishes with a velvety bitter-sweetness that will have you yearning for more!",,https://assets.untappd.com/site/beer_logos_hd/beer-2103715_0cb15_hd.jpeg
3,5,,"Sat, 10 Jun 2023 10:39:45 +0000",Brewlander Hope,Brewlander (Singapore),,"Singapore, Central Singapore Singapore",Beer,Blonde / Golden Ale - Other,,4.5% ABV,,"Hope is a beautiful Summer Ale with a smooth malt presence, where aromatic southern hemisphere hops are added in good measure.

The crisp dry lager-like finish makes Hope the perfect thirst quencher for a hot day!

Lawnmower beers rock!",,https://assets.untappd.com/site/beer_logos_hd/beer-1922148_40c5e_hd.jpeg
3,6,,"Sat, 09 Sep 2023 15:05:40 +0000",Courage,Brewlander (Singapore),,"Singapore, Central Singapore Singapore",Beer,IPA - Imperial / Double,,8.2% ABV,,"Courage, the strongest of our IPA, is not for the faint hearted. This West Coast Style double IPA features Columbus, Simcoe, Chinook, Ekuanot and Centennial hops in abundance, creating an insanely bright, hoppy beer further supported by a firm bitterness. Go easy, you have been warned!",,https://assets.untappd.com/site/beer_logos_hd/beer-1941182_d2628_hd.jpeg
3,7,,"Wed, 17 Jul 2024 17:27:19 +0000",Inception IPA,Brewlander (Singapore),,"Singapore, Central Singapore Singapore",Beer,IPA - American,,6% ABV,,Show Less,,https://assets.untappd.com/site/beer_logos_hd/beer-4415636_21280_hd.jpeg
3,8,,"Fri, 19 Jul 2024 13:36:08 +0000",Freedom,Brewlander (Singapore),,"Singapore, Central Singapore Singapore",Beer,Lager - Helles,,4.7% ABV,,"We are not snobs. We recognise the value of a solid, tasty lager, but feel so constrained by the overwhelming amount of indifferently-brewed ones. We had to make our own! Okay, maybe we are a little snobbish. But we are fine with that because now, we have the freedom to drink something clean and bright, brimming with the freshness of the Pils malt.",,https://assets.untappd.com/site/beer_logos_hd/beer-3242123_7a1e3_hd.jpeg
3,9,,"Mon, 08 Jan 2024 12:01:02 +0000",Brewlander Peace (N.E.W. Ale),Brewlander (Singapore),,"Singapore, Central Singapore Singapore",Beer,Pale Ale - New England / Hazy,,5.1% ABV,,"Peace is unapologetically hazy, monstrously juicy, and packed with a creamy delicate finish, along the lines of the New England style. DO NOT drink this beer if you are not prepared to be mesmerized!",,https://assets.untappd.com/site/beer_logos_hd/beer-2103708_05911_hd.jpeg
3,10,,"Tue, 09 Aug 2022 13:29:32 +0000",Brewlander Pride,Brewlander (Singapore),,"Singapore, Central Singapore Singapore",Beer,Farmhouse Ale - Saison,,5.5% ABV,,"At Brewlander, we have pride in the modern interpretation of Saison, traditionally brewed in Belgian farmhouses during the Pre-20th century. 

By using our house yeast blend and a selection of hops, wee have created a unique farmhouse ale profile that will appeal to the modern palate.

The aroma is a heavenly marriage of lime zest and orange marmalade with notes of soft spices. This citrusy brew has a silky body and finishes off very dry with a mild bite, making Pride a refreshing beer for any occasion.",,https://assets.untappd.com/site/beer_logos_hd/beer-1922152_61267_hd.jpeg
3,11,,"Fri, 19 Jul 2024 13:47:04 +0000",Psychedelic NEIPA,Brewlander (Singapore),,"Singapore, Central Singapore Singapore",Beer,IPA - New England / Hazy,,6.3% ABV,,"A New England style IPA, heavy handedly hopped in the
whirlpool and double dry hopped with citra and chinook hops. Hazy, juicy and piney, with a soft bitterness and mouthfeel to complete the trip.",,https://assets.untappd.com/site/beer_logos_hd/beer-4192896_caa6d_hd.jpeg
3,12,,"Thu, 08 Feb 2024 13:38:15 +0000",Grace Lychee Black Tea Ale 恩,Brewlander (Singapore),,"Singapore, Central Singapore Singapore",Beer,Kölsch,,4.5% ABV,,"Grace is an elegant Kölsch infused with flavours of lychee black tea, making it aromatic with a soft rounded mouthfeel.",,https://assets.untappd.com/site/beer_logos_hd/beer-2498650_90592_hd.jpeg
3,13,,"Sat, 13 Apr 2024 00:10:05 +0000",TFP 015 Mango Salad Gose,Brewlander (Singapore),,"Singapore, Central Singapore Singapore",Beer,Sour - Fruited Gose,,5% ABV,,"This Gose is inspired by a Cambodian Mango Salad from John's favourite restaurant! It's a kettle soured beer with Lacto Brevis culture, which gives it a more ester driven (Lemony, and peachy) sourness instead of just a straight up sharp sourness.

Mosaic hops were added in the whirlpool and dry hop to compliment the tropical notes, before shit loads of Mango, Habanero chili, Basil and Mint were added to the beer. 

The Habaneros are very aromatic in a fruity sense, and adds just a touch of bite without being SPICY! Salt was also added to enhance the savoury notes in place of fish sauce. 

May we add that the colour is simply lovely!",,https://assets.untappd.com/site/beer_logos_hd/beer-3084338_be016_hd.jpeg
